gbifID,kingdom,phylum,class,order,family,genus,species,taxonRank,countryCode,locality,stateProvince,eventDate,taxonKey,speciesKey,basisOfRecord,institutionCode,identifiedBy,dateIdentified,recordedBy
3749157832,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,GENUS,PH,Mt. Duraragan Apayao subprovince Luzon.,,1953-06-01 0:00:00,3029010,,PRESERVED_SPECIMEN,CANB,,,"Edano, G.E."
3749088366,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Rotala,,GENUS,PH,"Manila and vicinity, Luzon.",Metropolitan Manila,1910-11-21 0:00:00,3188668,,PRESERVED_SPECIMEN,MEL,"Cook, C.D.K.",1978-01-01 0:00:00,"Merrill, E.D."
3709920421,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Decaspermum,Decaspermum parviflorum,SPECIES,PH,,,,3180045,3180045,PRESERVED_SPECIMEN,GA,,,
3701857003,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium mainitense,SPECIES,PH,Mt. Bulusan,Sorsogon,1915-09-01 0:00:00,3184671,3184671,PRESERVED_SPECIMEN,NHMUK,James W. Byng,,Maximo Ramos
3466834893,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,,GENUS,PH,"Philippine Isl. [=Philippine Islands, the Philipines.]",,,3188723,,PRESERVED_SPECIMEN,MEL,,,"Cuming, H."
3466834312,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,,GENUS,PH,"Philippine Islands, Leon, Panay. | Leon, Panay, Filipinas [=Municipality of Leon, Panay Island, Philippines.]",Iloilo,1886-05-28 0:00:00,3188723,,PRESERVED_SPECIMEN,MEL,,,"Tenison-Woods, J.E."
3466252292,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Pemphis,Pemphis acidula,SPECIES,PH,,Ilocos Norte,2019-04-24 16:11:11,3188706,3188706,HUMAN_OBSERVATION,iNaturalist,Jose Marfori,2022-01-30 5:11:57,Jose Marfori
3466098563,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Rizal,2021-01-13 8:35:25,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,inatural156,2021-09-22 14:37:13,barasphis_jv_gonzales_grade9
3456817489,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium myrtifolium,SPECIES,PH,,Negros Occidental,2021-11-16 8:46:00,3183420,3183420,HUMAN_OBSERVATION,iNaturalist,alvaran_kim,2021-11-18 13:06:54,alvaran_kim
3456691344,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Negros Occidental,2021-10-27 16:29:00,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,inatural156,2021-10-27 10:48:27,julesvern_garcia
3456640258,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea hyssopifolia,SPECIES,PH,,Sorsogon,2022-01-03 8:05:43,3188698,3188698,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2022-01-04 10:49:13,Forest Jarvis
3456372982,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea hyssopifolia,SPECIES,PH,,Misamis Oriental,2021-12-07 15:11:26,3188698,3188698,HUMAN_OBSERVATION,iNaturalist,keshen,2021-12-07 7:11:34,keshen
3456237234,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Davao del Sur,2021-05-03 7:15:38,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,Jasper,2021-11-27 19:28:52,edipelmarcellones_umbsed
3456144632,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium samarangense,SPECIES,PH,,Bukidnon,2022-01-03 17:04:36,3183180,3183180,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2022-01-04 10:30:36,rujeanromyguisando
3456046536,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Misamis Oriental,2021-12-13 16:18:47,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,sorryallorie_,2021-12-16 14:56:08,sorryallorie_
3455847617,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia speciosa,SPECIES,PH,,Metropolitan Manila,2021-04-17 21:27:08,3188724,3188724,HUMAN_OBSERVATION,iNaturalist,syfelise,2021-09-13 8:21:49,syfelise
3455514377,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium myrtifolium,SPECIES,PH,,Metropolitan Manila,2021-11-29 11:19:46,3183420,3183420,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-11-30 7:15:51,Forest Jarvis
3455478100,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Bukidnon,2022-01-03 16:35:57,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2022-01-04 10:48:08,rujeanromyguisando
3455208155,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Davao Oriental,2021-05-16 7:14:00,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,inatural156,2021-09-22 13:37:01,Novem Dawn Manzano
3455161251,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Davao del Norte,2021-05-16 15:20:33,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,Jasper,2021-11-28 7:17:42,umyeast-alexisodeloncabanlit
3443413799,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,Metrosideros halconensis,SPECIES,PH,,,,3185259,3185259,MATERIAL_SAMPLE,,,,
3400984382,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Tristaniopsis,Tristaniopsis oblongifolia,SPECIES,PH,"Narra, Bgy Calatigas, Dampsite village, logging trail from village to Calatigas range.",Palawan,1994-07-04 0:00:00,3188012,3188012,PRESERVED_SPECIMEN,,Soejarto DD,1994-07-04 0:00:00,Soejarto DD; et al.
3398732584,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla pendula,SPECIES,PH,,Davao del Sur,2021-05-02 10:40:00,3865291,3865291,HUMAN_OBSERVATION,iNaturalist,Peter Quakenbush,2021-05-25 13:39:28,Nielbert Raner
3396926303,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,,GENUS,PH,,,1999-01-20 0:00:00,3185258,,PRESERVED_SPECIMEN,CHR,A H & V Whitaker,1999-01-20 0:00:00,"Whitaker, AH; Whitaker, V;"
3396925304,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,,GENUS,PH,,,1999-01-20 0:00:00,3185258,,PRESERVED_SPECIMEN,CHR,A H & V Whitaker,1999-01-20 0:00:00,"Whitaker, AH; Whitaker, V;"
3391395737,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea hyssopifolia,SPECIES,PH,,Metropolitan Manila,2021-10-09 13:43:48,3188698,3188698,HUMAN_OBSERVATION,iNaturalist,Aniruddha Chatterjee,2021-10-09 9:46:21,Aniruddha Chatterjee
3385067483,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Negros Occidental,2021-10-04 15:43:00,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,nez,2021-10-06 6:04:50,nez
3384914372,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium myrtifolium,SPECIES,PH,,Negros Occidental,2021-10-05 15:34:00,3183420,3183420,HUMAN_OBSERVATION,iNaturalist,nez,2021-10-05 8:37:18,nez
3384893277,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea hyssopifolia,SPECIES,PH,,Negros Occidental,2021-10-04 15:24:00,3188698,3188698,HUMAN_OBSERVATION,iNaturalist,nez,2021-10-04 9:28:35,nez
3384383551,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Negros Occidental,2021-08-29 9:41:00,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,Jean Louise D. Palomar,2021-09-19 13:36:22,Jean Louise D. Palomar
3384376440,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Negros Occidental,2021-09-19 13:31:00,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,julesvern_garcia,2021-09-19 6:03:53,julesvern_garcia
3384126648,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Negros Oriental,2021-09-20 16:01:00,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,Justin Andrei Tanilon,2021-09-20 8:53:33,Justin Andrei Tanilon
3383960635,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Davao del Sur,2021-05-02 6:30:04,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,edipelmarcellones_umbsed,2021-05-02 7:14:08,edipelmarcellones_umbsed
3383956905,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea hyssopifolia,SPECIES,PH,,Davao del Sur,2021-07-20 8:15:35,3188698,3188698,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-07-20 11:36:40,Greg III Espera
3355542352,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium samarangense,SPECIES,PH,,Davao del Sur,2020-04-27 1:58:51,3183180,3183180,HUMAN_OBSERVATION,iNaturalist,Casey Clark Sumalinog,2020-04-27 2:13:19,Casey Clark Sumalinog
3355499453,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Rizal,2021-01-16 7:38:00,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,Arvin Rabago,2021-01-16 7:38:58,Arvin Rabago
3355355453,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Rizal,2021-01-15 23:19:11,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,barasshs-jebsus-co-grade11,2021-01-16 1:40:50,barasshs-jebsus-co-grade11
3355182472,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,,2021-05-03 8:10:58,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,kelwinadonis,2021-05-03 8:37:34,kelwinadonis
3355106332,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium samarangense,SPECIES,PH,,,2019-06-23 7:40:29,3183180,3183180,HUMAN_OBSERVATION,iNaturalist,tina1950,2019-06-23 12:49:13,tina1950
3355100218,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Occidental Mindoro,2021-06-19 8:50:00,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,Michaela S. Webb,2021-08-29 22:53:32,Michaela S. Webb
3355099444,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Rizal,2021-01-11 7:03:52,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,bpesannexphase2-odheza-pastor-grade6,2021-01-11 7:19:11,bpesannexphase2-odheza-pastor-grade6
3355082362,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium samarangense,SPECIES,PH,,Davao del Sur,2020-02-28 12:21:14,3183180,3183180,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2020-02-28 15:53:21,Greg III Espera
3355041450,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Metropolitan Manila,2021-04-08 7:46:12,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-04-09 14:15:34,Daniel Fabellon
3355010488,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Negros Occidental,2021-05-01 17:29:00,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,riza_rivera,2021-05-06 4:13:11,riza_rivera
3353001400,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia citrina,SPECIES,PH,,,,3698427,3698427,PRESERVED_SPECIMEN,,,,FPRI
3349592261,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,Metrosideros halconensis,SPECIES,PH,,,,3185259,3185259,PRESERVED_SPECIMEN,,,,
3346729251,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus deglupta,SPECIES,PH,"cult. at Flecker BG, Qld, Australia",,,3176325,3176325,PRESERVED_SPECIMEN,,,,
3346342926,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros,Metrosideros halconensis,SPECIES,PH,,,,3185259,3185259,PRESERVED_SPECIMEN,,,,
3344031755,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Bohol,2021-08-17 9:02:21,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,Balay Ni Charing,2021-08-20 1:49:26,Balay Ni Charing
3343897375,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Misamis Occidental,2019-11-01 6:34:41,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,leonmateo,2019-11-01 6:36:12,leonmateo
3343871346,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea carthagenensis,SPECIES,PH,,Davao del Sur,2019-08-30 8:41:00,3188685,3188685,HUMAN_OBSERVATION,iNaturalist,Carlos G Velazco-Macias,2019-09-11 18:09:02,Carlos G Velazco-Macias
3343812320,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Davao del Sur,2018-07-02 4:11:12,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2018-07-02 11:26:45,Greg III Espera
3343732382,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Rizal,2021-01-15 8:55:08,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,barasshs-jebsus-co-grade11,2021-01-16 13:41:37,barasshs-jebsus-co-grade11
3337855450,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Davao Oriental,2021-04-14 15:54:32,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-04-18 4:00:07,Greg III Espera
3333417377,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Davao Oriental,2021-04-15 6:23:53,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-04-15 22:22:25,Greg III Espera
3333113629,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Davao del Sur,2021-07-14 12:00:00,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-07-23 8:27:58,Casey Clark Sumalinog
3333100589,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,SPECIES,PH,,Davao del Sur,2021-07-20 8:14:37,5420380,5420380,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-07-20 11:36:10,Greg III Espera
3330592527,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea hyssopifolia,SPECIES,PH,,Davao del Sur,2021-07-14 11:42:00,3188698,3188698,HUMAN_OBSERVATION,iNaturalist,Casey Clark Sumalinog,2021-07-22 4:11:03,Casey Clark Sumalinog
3325186354,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum,Leptospermum polygalifolium,SPECIES,PH,Mount Apo; about 6km west of Todaya.,Mindanao,1976-02-23 0:00:00,3181797,3181788,PRESERVED_SPECIMEN,,,,Sands MJS
3312548945,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,,GENUS,PH,,,1888-01-01 0:00:00,3188510,,PRESERVED_SPECIMEN,E,,,"Warburg, O."
3312548941,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,,GENUS,PH,,,1888-01-01 0:00:00,3188510,,PRESERVED_SPECIMEN,E,,,"Warburg, O."
3312548937,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,Melastoma crinitum,SPECIES,PH,,,1888-01-01 0:00:00,3858519,3862068,PRESERVED_SPECIMEN,E,,,"Warburg, O."
3312548933,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,,GENUS,PH,,Zamboanga,1910-07-05 0:00:00,3188510,,PRESERVED_SPECIMEN,E,,,"Robinson, C.B."
3312548929,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,,GENUS,PH,,,1989-08-29 0:00:00,3188510,,PRESERVED_SPECIMEN,E,,,"Argent, G. & Reynoso, E.J."
3312548924,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,,GENUS,PH,,,1992-03-17 0:00:00,3188510,,PRESERVED_SPECIMEN,E,,,"Argent, G.C.G. & Gaerlan F.J.M."
3312548920,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,,GENUS,PH,,Palawan,1992-03-02 0:00:00,3188510,,PRESERVED_SPECIMEN,E,,,"Argent, G. & Romero, E.M."
3312548916,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Melastoma,,GENUS,PH,,Palawan,1992-03-02 0:00:00,3188510,,PRESERVED_SPECIMEN,E,,,"Argent, G. & Romero, E.M."
3312501865,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium polyanthum,SPECIES,PH,"Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao",Agusan Del Norte,,3182288,3182288,PRESERVED_SPECIMEN,E,,,"Elmer, Adolf Daniel Edward"
3312501857,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla astronioides,SPECIES,PH,Luzon,,,3868768,3868768,PRESERVED_SPECIMEN,E,,,"Cuming, Hugh"
3307175070,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia indica,SPECIES,PH,,Metropolitan Manila,2021-06-13 9:35:18,3188725,3188725,HUMAN_OBSERVATION,iNaturalist,Aniruddha Chatterjee,2021-06-13 11:13:45,Aniruddha Chatterjee
3302415306,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Negros Occidental,2021-06-01 5:58:08,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,JIE ARRO,2021-05-31 21:58:18,JIE ARRO
3302323604,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia speciosa,SPECIES,PH,,Batangas,2021-05-10 22:52:36,3188724,3188724,HUMAN_OBSERVATION,iNaturalist,Regin Carl Dellosa,2021-05-18 22:56:33,Regin Carl Dellosa
3302321490,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Rizal,2021-04-13 17:20:00,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,patrickdaniel-charlie,2021-04-13 11:56:07,patrickdaniel-charlie
3301973610,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Davao Oriental,2021-05-16 3:15:00,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,Novem Dawn Manzano,2021-05-16 4:55:16,Novem Dawn Manzano
3113454002,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,Combretum indicum,SPECIES,PH,,Davao del Sur,2021-05-02 7:57:00,3699632,3699632,HUMAN_OBSERVATION,iNaturalist,malagosgardenresortdavao,2021-05-09 0:01:18,malagosgardenresortdavao
3112963317,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Davao del Sur,2021-05-03 15:19:00,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-05-04 8:05:34,anncabras24
3112941952,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Davao del Sur,2021-05-03 14:22:33,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,anncabras24,2021-05-03 14:35:38,anncabras24
3112903283,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Davao del Sur,2021-05-03 14:18:00,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,Greg III Espera,2021-05-04 8:07:19,anncabras24
3112893848,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia speciosa,SPECIES,PH,,Negros Occidental,2021-04-29 23:09:00,3188724,3188724,HUMAN_OBSERVATION,iNaturalist,riza_rivera,2021-05-06 4:13:36,riza_rivera
3112827564,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Negros Occidental,2021-05-05 14:55:00,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,luke_granada,2021-05-05 14:11:29,luke_granada
3112619287,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia indica,SPECIES,PH,,Laguna,2021-05-04 18:05:53,3188725,3188725,HUMAN_OBSERVATION,iNaturalist,ellaysabel,2021-05-04 10:06:20,ellaysabel
3112586857,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Davao del Sur,2021-05-03 15:07:17,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,anncabras24,2021-05-03 9:52:37,anncabras24
3112450856,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea hyssopifolia,SPECIES,PH,,Davao del Sur,2021-05-01 9:50:00,3188698,3188698,HUMAN_OBSERVATION,iNaturalist,葉子,2021-05-03 12:44:33,Kelly Jenz V. Bernil
3109332400,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Negros Occidental,2021-04-27 17:51:00,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,ANN MARIE JUESNA,2021-04-28 11:10:44,ANN MARIE JUESNA
3109312512,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Ammannia,Ammannia baccifera,SPECIES,PH,,Capiz,2021-04-11 9:11:56,3188716,3188716,HUMAN_OBSERVATION,iNaturalist,葉子,2021-04-25 12:18:11,Beah Vega
3097252494,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa,SPECIES,PH,,Capiz,2021-02-12 7:51:22,3189394,3189394,HUMAN_OBSERVATION,iNaturalist,Beah Vega,2021-02-12 0:04:40,Beah Vega
3084050619,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla multiflora,SPECIES,PH,Vicinity of Puerto Galera,Mimaropa,1935-05-05 0:00:00,3865732,3865770,PRESERVED_SPECIMEN,MICH,,,H. H. Bartlett
3084050470,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla ramiflora,SPECIES,PH,Mt. Banahao,Calabarzon,1913-10-18 0:00:00,3865009,3865009,PRESERVED_SPECIMEN,MICH,,,M. A. Mariano
3084049637,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla cumingii,SPECIES,PH,"Mt. Makaturing, Mindanao",Mindanao,1936-10-22 0:00:00,4935920,4935920,PRESERVED_SPECIMEN,MICH,,,A. Lynn Zwickey
3084049615,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla multiflora,SPECIES,PH,Camp Stotsenburg (Mt. Pinatubo),Central Luzon,1927-05-01 0:00:00,3865732,3865770,PRESERVED_SPECIMEN,MICH,,,A. D. E. Elmer
3084049515,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla myrtiformis,SPECIES,PH,"Mt. Bulusan, Luzon",Sorsogon,1916-03-01 0:00:00,3865714,3865714,PRESERVED_SPECIMEN,MICH,,,A. D. E. Elmer
3084049504,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla setigera,SPECIES,PH,Cabadbaran (Mt. Urdanetal),Mindanao,1912-07-01 0:00:00,3864618,3864618,PRESERVED_SPECIMEN,MICH,,,A. D. E. Elmer
3084049451,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla cumingii,SPECIES,PH,"Mt. Bulusan, Luzon",Sorsogon,1916-03-01 0:00:00,3865270,4935920,PRESERVED_SPECIMEN,MICH,,,A. D. E. Elmer
3084049326,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla purpurea,SPECIES,PH,Kamugong River,Bicol,1928-10-01 0:00:00,3865104,3865104,PRESERVED_SPECIMEN,MICH,,,G. Edano
3084048658,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla myrtiformis,SPECIES,PH,Irosin (Mt. Bulusan),Sorsogon,1916-03-01 0:00:00,3865714,3865714,PRESERVED_SPECIMEN,MICH,,,A. D. E. Elmer
3084048492,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla purpurea,SPECIES,PH,Mt. Madooy,Bicol,1928-11-01 0:00:00,3865104,3865104,PRESERVED_SPECIMEN,MICH,,,G. Edano
3084046469,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla microcephala,SPECIES,PH,Mt. Potianay,Bicol,1928-11-01 0:00:00,3865937,3865937,PRESERVED_SPECIMEN,MICH,,,G. Edano
3084045432,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla ternifolia,SPECIES,PH,Mt. Makiling,Calabarzon,1935-11-24 0:00:00,3864372,3864372,PRESERVED_SPECIMEN,MICH,,,H. H. Bartlett
3084044651,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Medinilla,Medinilla cumingii,SPECIES,PH,Mt. Isarog,Luzon,1928-12-01 0:00:00,4935920,4935920,PRESERVED_SPECIMEN,MICH,,,G. Edano
