gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2451704626,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/35238065,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Laguna,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.159685,121.243312,17,,,,,,11/3/19 19:42,3,11,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,35238065,,Ling SC,11/3/19 14:42,CC_BY_NC_4_0,Ling SC,Ling SC,,,2/25/22 15:11,StillImage,COORDINATE_ROUNDED
2423155608,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33049807,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Metropolitan Manila,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.677682,121.090237,31,,,,,,3/7/19 23:00,7,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,33049807,,Jonathan Hakim,9/20/19 04:17,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:33,StillImage,COORDINATE_ROUNDED;MULTIMEDIA_DATE_INVALID
2423154734,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33049808,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Metropolitan Manila,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.677682,121.090237,31,,,,,,3/7/19 23:00,7,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,33049808,,Jonathan Hakim,9/20/19 04:17,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:42,StillImage,COORDINATE_ROUNDED
2423154694,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33049805,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Metropolitan Manila,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.677682,121.090237,31,,,,,,3/7/19 23:00,7,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,33049805,,Jonathan Hakim,9/20/19 04:17,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:46,StillImage,COORDINATE_ROUNDED
2423154376,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33049687,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Metropolitan Manila,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.678035,121.091739,24,,,,,,3/6/19 22:30,6,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,33049687,,Jonathan Hakim,9/20/19 04:11,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:55,StillImage,COORDINATE_ROUNDED
2423152530,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/33049682,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Metropolitan Manila,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.678032,121.09175,45,,,,,,3/6/19 22:30,6,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,33049682,,Jonathan Hakim,9/20/19 04:10,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:56,StillImage,COORDINATE_ROUNDED
2423128140,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32935810,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Laguna,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.111571,121.398074,31,,,,,,1/31/17 20:11,31,1,2017,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32935810,,Jonathan Hakim,9/18/19 07:06,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:49,StillImage,COORDINATE_ROUNDED
2423031999,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32572942,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Rizal,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.545332,121.309624,27,,,,,,3/4/19 20:00,4,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32572942,,Jonathan Hakim,9/12/19 06:07,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:33,StillImage,COORDINATE_ROUNDED
2423031108,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32572943,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Rizal,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.545394,121.309871,27,,,,,,3/4/19 20:00,4,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32572943,,Jonathan Hakim,9/12/19 06:07,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:40,StillImage,COORDINATE_ROUNDED
2423030707,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32572945,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Rizal,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.545125,121.309517,30,,,,,,3/4/19 20:00,4,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32572945,,Jonathan Hakim,9/12/19 06:07,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:52,StillImage,COORDINATE_ROUNDED
2423001662,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32457195,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Rizal,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.55202,121.305617,54,,,,,,3/2/19 22:00,2,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32457195,,Jonathan Hakim,9/10/19 08:57,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:57,StillImage,COORDINATE_ROUNDED
2423001089,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32457190,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Rizal,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.553536,121.304973,47,,,,,,3/2/19 22:00,2,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32457190,,Jonathan Hakim,9/10/19 08:57,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 15:10,StillImage,COORDINATE_ROUNDED
2423000400,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32457191,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Rizal,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.553328,121.304931,58,,,,,,3/2/19 22:00,2,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32457191,,Jonathan Hakim,9/10/19 08:57,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:42,StillImage,COORDINATE_ROUNDED
2422997864,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32457196,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Rizal,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.548011,121.308128,63,,,,,,3/2/19 22:00,2,3,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32457196,,Jonathan Hakim,9/10/19 08:57,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:41,StillImage,COORDINATE_ROUNDED
2422930962,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32205195,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Laguna,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.113327,121.397394,68,,,,,,2/27/19 21:00,27,2,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32205195,,Jonathan Hakim,9/6/19 07:42,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:51,StillImage,COORDINATE_ROUNDED
2422918076,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32148128,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Laguna,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.114745,121.397207,35,,,,,,2/20/19 22:00,20,2,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32148128,,Jonathan Hakim,9/5/19 06:18,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:51,StillImage,COORDINATE_ROUNDED
2422904672,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/32100975,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Laguna,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.113585,121.396925,7,,,,,,2/19/19 22:00,19,2,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,32100975,,Jonathan Hakim,9/4/19 12:33,CC_BY_NC_4_0,Jonathan Hakim,Jonathan Hakim,,,2/25/22 14:33,StillImage,COORDINATE_ROUNDED
2350312167,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/27424014,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates macrotis,,SPECIES,"Polypedates macrotis (Boulenger, 1891)",Polypedates macrotis,,PH,,Palawan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,11.187672,119.395465,44,,,,,,6/16/19 09:05,16,6,2019,2423792,2423792,HUMAN_OBSERVATION,iNaturalist,Observations,27424014,,Arman Pili,8/15/19 13:18,CC_BY_NC_4_0,Sebasti‡n Lescano,Sebasti‡n Lescano,,,2/25/22 14:39,StillImage,COORDINATE_ROUNDED
2350312085,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/27441758,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates macrotis,,SPECIES,"Polypedates macrotis (Boulenger, 1891)",Polypedates macrotis,,PH,,Palawan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,11.187458,119.395192,51,,,,,,6/16/19 08:06,16,6,2019,2423792,2423792,HUMAN_OBSERVATION,iNaturalist,Observations,27441758,,Arman Pili,8/15/19 13:15,CC_BY_NC_4_0,Sebasti‡n Lescano,Sebasti‡n Lescano,,,2/25/22 14:39,StillImage,COORDINATE_ROUNDED
2331880829,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30118043,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Metropolitan Manila,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.68166,121.060819,11,,,,,,5/29/19 07:49,29,5,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,30118043,,gciracalnat,8/3/19 18:08,CC_BY_NC_4_0,gciracalnat,gciracalnat,,,2/25/22 15:10,StillImage,COORDINATE_ROUNDED
2269290087,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/27192045,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Palawan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,11.187352,119.395072,45,,,,,,6/12/19 05:30,12,6,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,27192045,,Sebasti‡n Lescano,6/18/19 03:10,CC_BY_NC_4_0,Sebasti‡n Lescano,Sebasti‡n Lescano,,,2/25/22 14:32,StillImage,COORDINATE_ROUNDED
2251831181,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/21996396,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Davao del Sur,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,7.080807,125.601819,325,,,,,,5/16/17 00:00,16,5,2017,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,21996396,,Tom Kirschey,5/31/19 08:25,CC_BY_NC_4_0,shelley_b,shelley_b,,,2/25/22 14:54,StillImage,COORDINATE_ROUNDED
2242841228,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/24559973,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Bulacan,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,14.79438,120.931618,,,,,,,4/18/19 19:38,18,4,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,24559973,,Jomar Hinolan,5/5/19 01:48,CC_BY_NC_4_0,Jomar Hinolan,Jomar Hinolan,,,2/25/22 14:44,StillImage,COORDINATE_ROUNDED
2237845734,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:bifa-fasps:IN:od107,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)","Polypedates leucomystax Gravenhorst, 1829","Gravenhorst, 1829",PH,Paoay Lake National Park compound,Ilocos Norte,PRESENT,1,d85978fe-8893-4e94-a81c-48b9d241bfa2,18.12046,120.5499,50,,,,,,11/21/18 00:00,21,11,2018,2423785,2423785,HUMAN_OBSERVATION,,,,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado |Charlene Mae Uy,,CC_BY_4_0,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado |Charlene Mae Uy,,,1/30/22 06:40,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2234741648,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/21469146,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,,PH,,Siquijor,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,9.187815,123.582009,2141,,,,,,2/19/19 21:55,19,2,2019,2423785,2423785,HUMAN_OBSERVATION,iNaturalist,Observations,21469146,,Jeszianlenn L. Plaza,3/25/19 14:34,CC_BY_NC_4_0,Wilbert Aureo,Wilbert Aureo,,,2/25/22 14:32,StillImage,COORDINATE_ROUNDED
2234741330,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/21469157,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,Rhacophorus pardalis,,SPECIES,"Rhacophorus pardalis GŸnther, 1858",Rhacophorus pardalis,,PH,,Siquijor,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,9.187815,123.582009,2141,,,,,,3/4/19 15:23,4,3,2019,5217266,5217266,HUMAN_OBSERVATION,iNaturalist,Observations,21469157,,Jeszianlenn L. Plaza,3/25/19 14:39,CC_BY_NC_4_0,Wilbert Aureo,Wilbert Aureo,,,2/25/22 14:48,StillImage,COORDINATE_ROUNDED
2028524344,d1c7d4a8-8494-427d-a3d7-c2ac3251635c,hwp:bifa-fasps:plwn:2018:123,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates macrotis,,SPECIES,"Polypedates macrotis (Boulenger, 1891)","Polypedates macrotis (Boulenger, 1891)","(Boulenger, 1891)",PH,Barangay Estrella,Palawan,PRESENT,4,d85978fe-8893-4e94-a81c-48b9d241bfa2,,,,,,,,,10/3/18 18:00,3,10,2018,2423792,2423792,HUMAN_OBSERVATION,,,,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado | Kenneth Xavier Sanchez,,CC_BY_4_0,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado | Kenneth Xavier Sanchez,,,1/30/22 07:18,,FOOTPRINT_WKT_INVALID;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524338,d1c7d4a8-8494-427d-a3d7-c2ac3251635c,hwp:bifa-fasps:plwn:2018:121,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates macrotis,,SPECIES,"Polypedates macrotis (Boulenger, 1891)","Polypedates macrotis (Boulenger, 1891)","(Boulenger, 1891)",PH,Barangay Estrella,Palawan,PRESENT,5,d85978fe-8893-4e94-a81c-48b9d241bfa2,,,,,,,,,10/2/18 18:00,2,10,2018,2423792,2423792,HUMAN_OBSERVATION,,,,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado | Kenneth Xavier Sanchez | Jason Fernandez,,CC_BY_4_0,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado | Kenneth Xavier Sanchez | Jason Fernandez,,,1/30/22 07:18,,FOOTPRINT_WKT_INVALID;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524222,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:ustbsd:IN:od141,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)","Polypedates leucomystax Gravenhorst, 1829","Gravenhorst, 1829",PH,"Barangay Sapat, Metropolitan Ilocos Norte Watershed and Forest Reserve",Ilocos Norte,PRESENT,1,d85978fe-8893-4e94-a81c-48b9d241bfa2,,,,,,,,,6/11/17 21:00,11,6,2017,2423785,2423785,HUMAN_OBSERVATION,,,,,Arman N. Pili | Nikki Dyanne Realubit,,CC_BY_4_0,,Arman N. Pili | Charlene Mae Uy | Erriel Joy Navarro | Anton Lorenzo,,,1/30/22 06:40,,RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524143,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:ustbsd:IN:od002,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)","Polypedates leucomystax Gravenhorst, 1829","Gravenhorst, 1829",PH,Paoay Lake National Park compound,Ilocos Norte,PRESENT,1,d85978fe-8893-4e94-a81c-48b9d241bfa2,18.12046,120.5499,50,,,,,,6/1/17 00:00,,6,2017,2423785,2423785,HUMAN_OBSERVATION,,,,,Arman N. Pili | Nikki Dyanne Realubit,,CC_BY_4_0,,Arman N. Pili | Nikki Dyanne Realubit | Princess Alameda | Erriel Navarro | Reah Lagasca | Juan Crisostomo Damasco,,,1/30/22 06:40,,RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524137,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:natgeo:IN:od008,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,Rhacophorus pardalis,,SPECIES,"Rhacophorus pardalis GŸnther, 1858","Rhacophorus pardalis Gunther, 1859","Gunther, 1859",PH,Metropolitan Ilocos Norte Watershed and Forest Reserve,Ilocos Norte,PRESENT,1,d85978fe-8893-4e94-a81c-48b9d241bfa2,18.372825,120.659465,50,,,,,,2/8/17 00:00,8,2,2017,5217266,5217266,HUMAN_OBSERVATION,,,,,Arman N. Pili,,CC_BY_4_0,,Arman N. Pili,,,1/30/22 06:40,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524134,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:natgeo:IN:od013,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)","Polypedates leucomystax Gravenhorst, 1829","Gravenhorst, 1829",PH,Metropolitan Ilocos Norte Watershed and Forest Reserve,Ilocos Norte,PRESENT,3,d85978fe-8893-4e94-a81c-48b9d241bfa2,18.372825,120.659465,50,,,,,,2/23/17 00:00,23,2,2017,2423785,2423785,HUMAN_OBSERVATION,,,,,Arman N. Pili,,CC_BY_4_0,,Arman N. Pili,,,1/30/22 06:40,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524109,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:bifa-fasps:IN:od014,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)","Polypedates leucomystax Gravenhorst, 1829","Gravenhorst, 1829",PH,"Barangay Salpad, Metropolitan Ilocos Norte Watershed and Forest Reserve",Ilocos Norte,PRESENT,2,d85978fe-8893-4e94-a81c-48b9d241bfa2,18.3691,120.62507,50,,,,,,11/19/18 19:30,19,11,2018,2423785,2423785,HUMAN_OBSERVATION,,,,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado | Kenneth Xavier Sanchez,,CC_BY_4_0,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado | Kenneth Xavier Sanchez,,,1/30/22 06:40,,RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524107,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:bifa-fasps:IN:od011,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)","Polypedates leucomystax Gravenhorst, 1829","Gravenhorst, 1829",PH,"Barangay Salpad, Metropolitan Ilocos Norte Watershed and Forest Reserve",Ilocos Norte,PRESENT,2,d85978fe-8893-4e94-a81c-48b9d241bfa2,18.3691,120.62507,50,,,,,,11/19/18 19:30,19,11,2018,2423785,2423785,HUMAN_OBSERVATION,,,,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado | Kenneth Xavier Sanchez,,CC_BY_4_0,,Arman N. Pili | Maria Crisselda Endozo | Ynigo Luis C. Del Prado | Kenneth Xavier Sanchez,,,1/30/22 06:40,,RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524105,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:bifa-fasps:IN:od051,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)","Polypedates leucomystax Gravenhorst, 1829","Gravenhorst, 1829",PH,"Barangay Sapat, Metropolitan Ilocos Norte Watershed and Forest Reserve",Ilocos Norte,PRESENT,8,d85978fe-8893-4e94-a81c-48b9d241bfa2,18.39276,120.65882,50,,,,,,11/23/18 20:00,23,11,2018,2423785,2423785,HUMAN_OBSERVATION,,,,,Arman N. Pili | Ynigo Luis C. Del Prado | Mae Lowe L. Diesmos,,CC_BY_4_0,,Arman N. Pili | Ynigo Luis C. Del Prado | Mae Lowe L. Diesmos,,,1/30/22 06:40,,RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2028524102,385f5b18-5ceb-4458-ab4b-84d7850034fd,hwp:bifa-fasps:IN:od054,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates leucomystax,,SPECIES,"Polypedates leucomystax (Gravenhorst, 1829)","Polypedates leucomystax Gravenhorst, 1829","Gravenhorst, 1829",PH,"Barangay Sapat, Metropolitan Ilocos Norte Watershed and Forest Reserve",Ilocos Norte,PRESENT,3,d85978fe-8893-4e94-a81c-48b9d241bfa2,18.39162,120.65689,50,,,,,,11/24/18 20:00,24,11,2018,2423785,2423785,HUMAN_OBSERVATION,,,,,Arman N. Pili | Ynigo Luis C. Del Prado | Mae Lowe L. Diesmos,,CC_BY_4_0,,Arman N. Pili | Ynigo Luis C. Del Prado | Mae Lowe L. Diesmos,,,1/30/22 06:40,,RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
