gbifID,kingdom,phylum,class,order,family,genus,species,taxonRank,countryCode,locality,stateProvince,eventDate,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,identifiedBy,recordedBy
3748607519,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1994-04-25 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,973,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607518,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1972-11-20 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,23798,,G.R. Price
3748607517,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-10-26 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23745,,G.R. Price
3748607516,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Neonauclea,Neonauclea calycina,SPECIES,PH,,Camarines Sur,1998-11-28 0:00:00,2919454,2919454,PRESERVED_SPECIMEN,,,65089,,M.A.O. Cajano & F.H. Mandia
3748607515,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Adina,Adina multifolia,SPECIES,PH,,Laguna,1958-02-04 0:00:00,2903028,2903029,PRESERVED_SPECIMEN,,,8642,,G.C. Lugod
3748607514,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-12-12 0:00:00,2892394,,PRESERVED_SPECIMEN,,,28721,,G.R. Price
3748607513,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Neonauclea,Neonauclea calycina,SPECIES,PH,,Camarines Sur,1998-11-28 0:00:00,2919454,2919454,PRESERVED_SPECIMEN,,,65088,,M.A.O. Cajano & F.H. Mandia
3748607512,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-10-26 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23722,,G.R. Price
3748607511,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Neonauclea,Neonauclea calycina,SPECIES,PH,,Camarines Sur,1998-11-28 0:00:00,2919454,2919454,PRESERVED_SPECIMEN,,,65087,,M.A.O. Cajano & F.H. Mandia
3748607510,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-11-17 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23742,,G.R. Price
3748607509,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-10-26 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23741,,G.R. Price
3748607508,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-10-26 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23744,,G.R. Price
3748607507,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-12-12 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23747,,G.R. Price
3748607506,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Adina,Adina multifolia,SPECIES,PH,,Laguna,1958-02-04 0:00:00,2903028,2903029,PRESERVED_SPECIMEN,,,8661,,G.C. Lugod
3748607505,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-12-12 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23743,,G.R. Price
3748607504,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1994-04-25 0:00:00,2892394,,PRESERVED_SPECIMEN,,,971,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607503,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Neonauclea,Neonauclea calycina,SPECIES,PH,,Camarines Sur,1998-11-28 0:00:00,2919454,2919454,PRESERVED_SPECIMEN,,,65246,,M.A.O. Cajano & F.H. Mandia
3748607502,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-10-26 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23718,,G.R. Price
3748607501,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-11-17 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23719,,G.R. Price
3748607500,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Neonauclea,Neonauclea calycina,SPECIES,PH,,Camarines Sur,1998-11-28 0:00:00,2919454,2919454,PRESERVED_SPECIMEN,,,65091,,M.A.O. Cajano & F.H. Mandia
3748607499,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Neonauclea,Neonauclea calycina,SPECIES,PH,,Camarines Sur,1998-11-28 0:00:00,2919454,2919454,PRESERVED_SPECIMEN,,,65090,,M.A.O. Cajano & F.H. Mandia
3748607498,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-11-17 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23767,,G.R. Price
3748607497,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-11-17 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23724,,G.R. Price
3748607496,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1972-11-17 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,23769,,G.R. Price
3748607495,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1972-11-17 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,23799,,G.R. Price
3748607494,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1994-04-25 0:00:00,2892394,,PRESERVED_SPECIMEN,,,969,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607493,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1994-04-25 0:00:00,2892394,,PRESERVED_SPECIMEN,,,974,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607492,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-11-17 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23720,,G.R. Price
3748607491,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-11-17 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23746,,G.R. Price
3748607490,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,VARIETY,PH,,Laguna,1972-11-17 0:00:00,2892467,2892466,PRESERVED_SPECIMEN,,,23717,,G.R. Price
3748607489,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1972-10-26 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23723,,G.R. Price
3748607488,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1994-04-25 0:00:00,2892394,,PRESERVED_SPECIMEN,,,970,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607487,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1994-04-25 0:00:00,2892394,,PRESERVED_SPECIMEN,,,972,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607486,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,,GENUS,PH,,Laguna,1973-04-24 0:00:00,2892394,,PRESERVED_SPECIMEN,,,23771,,G.R. Price
3748607485,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1981-09-02 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,54162,,Rosario R. Capanzana
3748607484,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1984-04-25 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,39907,,J.C. Regalado Jr.
3748607483,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Mountain Province,1965-07-12 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,40250,,J.V. Pancho
3748607482,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Mountain Province,1965-07-12 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,27791,,J.V. Pancho
3748607481,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1993-06-08 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59315,,J.N. Esperanza
3748607480,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,VARIETY,PH,,Laguna,1980-10-05 0:00:00,2892467,2892466,PRESERVED_SPECIMEN,,,54167,,TBAR
3748607479,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora dubia,SPECIES,PH,,Camarines Sur,1993-05-17 0:00:00,2898381,5336254,PRESERVED_SPECIMEN,,,60362,,Blas F. Hernaez & Mary Ann O. Cajano
3748607478,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1970-03-22 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,27792,,J.V. Pancho & B.F. Hernaez
3748607477,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1981-10-30 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,54160,,Joel C. Siopongco
3748607476,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Camarines Sur,1904-01-01 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,58322,,IPAS Team
3748607475,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1913-05-27 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,2553,,N. Catalan
3748607474,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda multibracteata,SPECIES,PH,,Camarines Sur,1993-04-02 0:00:00,2892627,2892627,PRESERVED_SPECIMEN,,,59865,,Blas F. Hernaez & Mary Ann O. Cajano
3748607473,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda multibracteata,SPECIES,PH,,Camarines Sur,1993-04-02 0:00:00,2892627,2892627,PRESERVED_SPECIMEN,,,59866,,Blas F. Hernaez & Mary Ann O. Cajano
3748607472,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Benguet,1979-05-17 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,27925,,Ramirez & Odona
3748607471,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1972-11-17 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,23768,,G.R. Price
3748607470,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,VARIETY,PH,,Laguna,1980-10-05 0:00:00,2892467,2892466,PRESERVED_SPECIMEN,,,54169,,TBAR
3748607469,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1992-05-16 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59234,,J.N. Esperanza
3748607468,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1980-10-05 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,54170,,TBAR
3748607467,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1972-11-17 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,23770,,G.R. Price
3748607466,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Camarines Sur,1994-05-03 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,61446,,Danny S. Balete
3748607465,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda multibracteata,SPECIES,PH,,Camarines Sur,1993-04-02 0:00:00,2892627,2892627,PRESERVED_SPECIMEN,,,59863,,Blas F. Hernaez & Mary Ann O. Cajano
3748607464,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Quezon,1974-09-18 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,20119,,Blas F. Hernaez
3748607463,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1992-05-16 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59256,,J.N. Esperanza
3748607462,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Quezon,1974-09-18 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,28898,,Blas F. Hernaez
3748607461,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Camarines Sur,1991-10-27 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,56449,,B.F. Hernaez & M.A.O. Cajano
3748607460,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,VARIETY,PH,,Laguna,1948-10-02 0:00:00,2892467,2892466,PRESERVED_SPECIMEN,,,2579,,Alejandro Gamboa
3748607459,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hydnophytum,Hydnophytum formicarum,SPECIES,PH,,Laguna,1952-10-14 0:00:00,2895700,2895700,PRESERVED_SPECIMEN,,,10628,,J.V. Pancho
3748607458,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1992-05-16 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59216,,J.N. Esperanza
3748607457,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Paracarphalea,Paracarphalea kirondron,SPECIES,PH,,Laguna,1994-05-06 0:00:00,2896615,9324963,PRESERVED_SPECIMEN,,,991,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607456,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,VARIETY,PH,,Laguna,1948-02-22 0:00:00,2892467,2892466,PRESERVED_SPECIMEN,,,2578,,Emiliano Guanzon
3748607455,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1992-05-16 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59215,,J.N. Esperanza
3748607454,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora dubia,SPECIES,PH,,Camarines Sur,1993-05-17 0:00:00,2898381,5336254,PRESERVED_SPECIMEN,,,60363,,Blas F. Hernaez & Mary Ann O. Cajano
3748607453,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Quezon,1974-09-18 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,20120,,Blas F. Hernaez
3748607452,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Camarines Sur,1991-10-27 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,56450,,B.F. Hernaez & M.A.O. Cajano
3748607451,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1972-11-17 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,23784,,G.R. Price
3748607450,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora dubia,SPECIES,PH,,Camarines Sur,1993-05-17 0:00:00,2898381,5336254,PRESERVED_SPECIMEN,,,60361,,Blas F. Hernaez & Mary Ann O. Cajano
3748607449,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1993-06-08 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59313,,J.N. Esperanza
3748607448,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1972-11-17 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,23785,,G.R. Price
3748607447,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Paracarphalea,Paracarphalea kirondron,SPECIES,PH,,Laguna,1994-05-06 0:00:00,2896615,9324963,PRESERVED_SPECIMEN,,,992,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607446,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1993-06-08 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59314,,J.N. Esperanza
3748607445,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Villaria,Villaria glomerata,SPECIES,PH,,Camarines Sur,1993-05-17 0:00:00,3847631,5336809,PRESERVED_SPECIMEN,,,59416,,B.F. Hernaez & M.A.O. Cajano
3748607444,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Timonius,Timonius auriculatus,SPECIES,PH,,Quezon,1990-09-03 0:00:00,2899817,2899817,PRESERVED_SPECIMEN,,,42131,,Blas F. Hernaez
3748607443,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,VARIETY,PH,,Laguna,1948-02-22 0:00:00,2892467,2892466,PRESERVED_SPECIMEN,,,2580,,Emiliano Guanzon
3748607442,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Uncaria,Uncaria lanosa,SPECIES,PH,,Quezon,1965-10-16 0:00:00,5338216,5338207,PRESERVED_SPECIMEN,,,17818,,Blas F. Hernaez
3748607441,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1993-06-08 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59345,,J.N. Esperanza
3748607440,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Timonius,Timonius auriculatus,SPECIES,PH,,Quezon,1990-09-03 0:00:00,2899817,2899817,PRESERVED_SPECIMEN,,,42130,,Blas F. Hernaez
3748607439,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1957-01-10 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,4821,,A.T. Blancaver
3748607438,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda anisophylla,SPECIES,PH,,Camarines Sur,1991-09-15 0:00:00,2892526,2892526,PRESERVED_SPECIMEN,,,56353,,Blas F. Hernaez & Mary Ann O. Cajano
3748607437,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda philippica,SPECIES,PH,,Laguna,1990-09-17 0:00:00,2892466,2892466,PRESERVED_SPECIMEN,,,52342,,C. Tenorio & R. Salac
3748607436,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda anisophylla,SPECIES,PH,,Camarines Sur,1991-09-15 0:00:00,2892526,2892526,PRESERVED_SPECIMEN,,,56351,,Blas F. Hernaez & Mary Ann O. Cajano
3748607435,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia banksii,SPECIES,PH,,Quezon,1993-06-08 0:00:00,3845662,2915830,PRESERVED_SPECIMEN,,,59346,,J.N. Esperanza
3748607434,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda anisophylla,SPECIES,PH,,Camarines Sur,1991-05-20 0:00:00,2892526,2892526,PRESERVED_SPECIMEN,,,56354,,Blas F. Hernaez & Mary Ann O. Cajano
3748607433,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Uncaria,,GENUS,PH,,Laguna,1948-05-20 0:00:00,2906635,,PRESERVED_SPECIMEN,,,2624,,Jose S. Gutierrez
3748607432,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,Morinda bracteata,SPECIES,PH,,Camarines Sur,1998-05-08 0:00:00,5339880,5339880,PRESERVED_SPECIMEN,,,64394,,"Mary Ann O. Cajano, Ma. Celeste Banaticla & Nina M. Orlido"
3748607431,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,Morinda bracteata,SPECIES,PH,,Camarines Sur,1998-05-08 0:00:00,5339880,5339880,PRESERVED_SPECIMEN,,,64395,,"Mary Ann O. Cajano, Ma. Celeste Banaticla & Nina M. Orlido"
3748607430,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,Morinda bracteata,SPECIES,PH,,Camarines Sur,1991-05-20 0:00:00,5339880,5339880,PRESERVED_SPECIMEN,,,56350,,Blas F. Hernaez & Mary Ann O. Cajano
3748607429,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Posoqueria,Posoqueria latifolia,SPECIES,PH,,Laguna,1994-05-06 0:00:00,2893899,2893899,PRESERVED_SPECIMEN,,,1006,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607428,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Camarines Sur,1991-09-15 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,56416,,Blas F. Hernaez & Mary Ann O. Cajano
3748607427,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,Morinda bracteata,SPECIES,PH,,Camarines Sur,1991-05-20 0:00:00,5339880,5339880,PRESERVED_SPECIMEN,,,56349,,Blas F. Hernaez & Mary Ann O. Cajano
3748607426,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Posoqueria,Posoqueria latifolia,SPECIES,PH,,Laguna,1994-05-06 0:00:00,2893899,2893899,PRESERVED_SPECIMEN,,,1007,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607425,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Villaria,Villaria glomerata,SPECIES,PH,,Camarines Sur,1993-05-17 0:00:00,3847631,5336809,PRESERVED_SPECIMEN,,,59415,,B.F. Hernaez & M.A.O. Cajano
3748607424,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,Morinda bracteata,SPECIES,PH,,Camarines Sur,1998-05-08 0:00:00,5339880,5339880,PRESERVED_SPECIMEN,,,64393,,"Mary Ann O. Cajano, Ma. Celeste Banaticla & Nina M. Orlido"
3748607423,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Camarines Sur,1991-09-15 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,56412,,Blas F. Hernaez & Mary Ann O. Cajano
3748607422,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Camarines Sur,1991-09-15 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,56414,,Blas F. Hernaez & Mary Ann O. Cajano
3748607421,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Villaria,Villaria glomerata,SPECIES,PH,,Camarines Sur,1928-11-01 0:00:00,3847631,5336809,PRESERVED_SPECIMEN,,,41764,,G. Edaño
3748607420,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Camarines Sur,1991-09-15 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,56413,,Blas F. Hernaez & Mary Ann O. Cajano
3748607419,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Villaria,Villaria glomerata,SPECIES,PH,,Camarines Sur,1993-05-17 0:00:00,3847631,5336809,PRESERVED_SPECIMEN,,,59414,,B.F. Hernaez & M.A.O. Cajano
3748607418,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Diplospora,Diplospora fasciculiflora,SPECIES,PH,,Camarines Sur,1991-09-15 0:00:00,2898404,5336270,PRESERVED_SPECIMEN,,,56415,,Blas F. Hernaez & Mary Ann O. Cajano
3748607417,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Posoqueria,Posoqueria latifolia,SPECIES,PH,,Laguna,1994-05-06 0:00:00,2893899,2893899,PRESERVED_SPECIMEN,,,1005,,"C. Mendoza, R. Pagcaliwagan, & J. Maranan"
3748607416,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Villaria,Villaria glomerata,SPECIES,PH,,Camarines Sur,1993-05-17 0:00:00,3847631,5336809,PRESERVED_SPECIMEN,,,59427,,B.F. Hernaez & M.A.O. Cajano
3748607415,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hydnophytum,Hydnophytum leytense,SPECIES,PH,,Laguna,1970-03-01 0:00:00,2895739,2895739,PRESERVED_SPECIMEN,,,52349,,Ecology Section
3748607414,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Ixora,Ixora coccinea,SPECIES,PH,,Laguna,1968-03-03 0:00:00,2905493,2905493,PRESERVED_SPECIMEN,,,18582,,J.O. Granada
3748607413,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Uncaria,Uncaria lanosa,SPECIES,PH,,Laguna,1964-09-17 0:00:00,5338216,5338207,PRESERVED_SPECIMEN,,,17819,,Blas F. Hernaez
